=== Age ===
- Valore: 24.0 | Conteggio: 324 | Percentuale: 3.73%
- Valore: Yilduno | Conteggio: 1 | Percentuale: 0.01%
- Valore: Craird | Conteggio: 1 | Percentuale: 0.01%
- Valore: Wale | Conteggio: 1 | Percentuale: 0.01%
- Valore: Oark | Conteggio: 1 | Percentuale: 0.01%
- Valore: Laptin | Conteggio: 1 | Percentuale: 0.01%
- Valore: Sugaly | Conteggio: 1 | Percentuale: 0.01%
- Valore: Alatik | Conteggio: 1 | Percentuale: 0.01%
- Valore: Comats | Conteggio: 1 | Percentuale: 0.01%
- Valore: Castram | Conteggio: 1 | Percentuale: 0.01%
- Valore: Kabih | Conteggio: 1 | Percentuale: 0.01%
- Valore: Skatz | Conteggio: 1 | Percentuale: 0.01%
- Valore: Skaton | Conteggio: 1 | Percentuale: 0.01%
- Valore: Crunch | Conteggio: 1 | Percentuale: 0.01%
- Valore: Eal | Conteggio: 1 | Percentuale: 0.01%
- Valore: Neutrix | Conteggio: 1 | Percentuale: 0.01%
- Valore: Cherkar | Conteggio: 1 | Percentuale: 0.01%
- Valore: Alarion | Conteggio: 1 | Percentuale: 0.01%
- Valore: Hamakan | Conteggio: 1 | Percentuale: 0.01%
- Valore: Made | Conteggio: 1 | Percentuale: 0.01%
- Valore: Zanino | Conteggio: 1 | Percentuale: 0.01%
- Valore: Luxinon | Conteggio: 1 | Percentuale: 0.01%
- Valore: Snoles | Conteggio: 1 | Percentuale: 0.01%
- Valore: Sabih | Conteggio: 1 | Percentuale: 0.01%
- Valore: Terf | Conteggio: 1 | Percentuale: 0.01%
- Valore: Con | Conteggio: 1 | Percentuale: 0.01%
- Valore: Aton | Conteggio: 1 | Percentuale: 0.01%
- Valore: Sups | Conteggio: 1 | Percentuale: 0.01%
- Valore: Branasl | Conteggio: 1 | Percentuale: 0.01%
- Valore: Mocake | Conteggio: 1 | Percentuale: 0.01%
- Valore: Oss | Conteggio: 1 | Percentuale: 0.01%
- Valore: Res | Conteggio: 1 | Percentuale: 0.01%
- Valore: Ples | Conteggio: 1 | Percentuale: 0.01%
- Valore: Fomamak | Conteggio: 1 | Percentuale: 0.01%
- Valore: Eleon | Conteggio: 1 | Percentuale: 0.01%
- Valore: Annams | Conteggio: 1 | Percentuale: 0.01%
- Valore: Rank | Conteggio: 1 | Percentuale: 0.01%
- Valore: Swoass | Conteggio: 1 | Percentuale: 0.01%
- Valore: Price | Conteggio: 1 | Percentuale: 0.01%
- Valore: Cort | Conteggio: 1 | Percentuale: 0.01%
- Valore: Erraid | Conteggio: 1 | Percentuale: 0.01%
- Valore: Trine | Conteggio: 1 | Percentuale: 0.01%
- Valore: Gluinom | Conteggio: 1 | Percentuale: 0.01%
- Valore: Nutz | Conteggio: 1 | Percentuale: 0.01%
- Valore: Yos | Conteggio: 1 | Percentuale: 0.01%
- Valore: Homamin | Conteggio: 1 | Percentuale: 0.01%
- Valore: Ries | Conteggio: 1 | Percentuale: 0.01%
- Valore: Algrafi | Conteggio: 1 | Percentuale: 0.01%
- Valore: Want | Conteggio: 1 | Percentuale: 0.01%
- Valore: Betena | Conteggio: 1 | Percentuale: 0.01%
- Valore: Errohs | Conteggio: 1 | Percentuale: 0.01%
- Valore: Alinon | Conteggio: 1 | Percentuale: 0.01%
- Valore: Majoth | Conteggio: 1 | Percentuale: 0.01%
- Valore: Guaney | Conteggio: 1 | Percentuale: 0.01%
- Valore: Enifark | Conteggio: 1 | Percentuale: 0.01%
- Valore: Lus | Conteggio: 1 | Percentuale: 0.01%
- Valore: Lulard | Conteggio: 1 | Percentuale: 0.01%
- Valore: Ruchbia | Conteggio: 1 | Percentuale: 0.01%
- Valore: Caia | Conteggio: 1 | Percentuale: 0.01%
- Valore: Gral | Conteggio: 1 | Percentuale: 0.01%
- Valore: Dorey | Conteggio: 1 | Percentuale: 0.01%
- Valore: Celeb | Conteggio: 1 | Percentuale: 0.01%
- Valore: Bats | Conteggio: 1 | Percentuale: 0.01%
- Valore: Ter | Conteggio: 1 | Percentuale: 0.01%
- Valore: Les | Conteggio: 1 | Percentuale: 0.01%
- Valore: Puffal | Conteggio: 1 | Percentuale: 0.01%
- Valore: Candy | Conteggio: 1 | Percentuale: 0.01%
- Valore: Clakey | Conteggio: 1 | Percentuale: 0.01%
- Valore: Lonnis | Conteggio: 1 | Percentuale: 0.01%
- Valore: Waffes | Conteggio: 1 | Percentuale: 0.01%
- Valore: Packs | Conteggio: 1 | Percentuale: 0.01%
- Valore: Anes | Conteggio: 1 | Percentuale: 0.01%
- Valore: Bon | Conteggio: 1 | Percentuale: 0.01%
- Valore: Zaviton | Conteggio: 1 | Percentuale: 0.01%
- Valore: Alchird | Conteggio: 1 | Percentuale: 0.01%
- Valore: Watros | Conteggio: 1 | Percentuale: 0.01%
- Valore: Meass | Conteggio: 1 | Percentuale: 0.01%
- Valore: Genifi | Conteggio: 1 | Percentuale: 0.01%
- Valore: Ros | Conteggio: 1 | Percentuale: 0.01%
- Valore: Jel | Conteggio: 1 | Percentuale: 0.01%
- Valore: Gice | Conteggio: 1 | Percentuale: 0.01%
- Valore: Sil | Conteggio: 1 | Percentuale: 0.01%
- Valore: Smonch | Conteggio: 1 | Percentuale: 0.01%
- Valore: Korneb | Conteggio: 1 | Percentuale: 0.01%
- Valore: Alas | Conteggio: 1 | Percentuale: 0.01%
- Valore: Oslos | Conteggio: 1 | Percentuale: 0.01%
- Valore: Suhaion | Conteggio: 1 | Percentuale: 0.01%
- Valore: Alsafik | Conteggio: 1 | Percentuale: 0.01%
- Valore: Capies | Conteggio: 1 | Percentuale: 0.01%
- Valore: Blues | Conteggio: 1 | Percentuale: 0.01%
- Valore: Preonon | Conteggio: 1 | Percentuale: 0.01%
- Valore: Siese | Conteggio: 1 | Percentuale: 0.01%
- Valore: Chain | Conteggio: 1 | Percentuale: 0.01%

=== Num ===
- Valore: 82 | Conteggio: 127 | Percentuale: 1.46%
- Valore: 19 | Conteggio: 22 | Percentuale: 0.25%
- Valore: 86 | Conteggio: 22 | Percentuale: 0.25%
- Valore: 176 | Conteggio: 21 | Percentuale: 0.24%
- Valore: 56 | Conteggio: 21 | Percentuale: 0.24%
- Valore: 97 | Conteggio: 21 | Percentuale: 0.24%
- Valore: 269 | Conteggio: 20 | Percentuale: 0.23%
- Valore: 230 | Conteggio: 20 | Percentuale: 0.23%
- Valore: 123 | Conteggio: 20 | Percentuale: 0.23%
- Valore: 109 | Conteggio: 19 | Percentuale: 0.22%
- Valore: 18 | Conteggio: 19 | Percentuale: 0.22%
- Valore: 65 | Conteggio: 19 | Percentuale: 0.22%
- Valore: 53 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 59 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 27 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 91 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 44 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 186 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 42 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 118 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 35 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 103 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 0 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 150 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 144 | Conteggio: 18 | Percentuale: 0.21%
- Valore: 137 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 60 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 57 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 133 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 50 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 125 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 227 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 95 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 14 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 183 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 75 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 16 | Conteggio: 17 | Percentuale: 0.20%
- Valore: 24 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 96 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 158 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 151 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 175 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 166 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 3 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 83 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 9 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 247 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 11 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 187 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 189 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 23 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 124 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 20 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 201 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 178 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 13 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 21 | Conteggio: 16 | Percentuale: 0.18%
- Valore: 120 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 121 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 225 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 72 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 229 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 94 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 226 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 1 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 238 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 68 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 25 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 222 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 279 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 63 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 43 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 22 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 283 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 281 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 47 | Conteggio: 15 | Percentuale: 0.17%
- Valore: 38 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 107 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 270 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 62 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 58 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 102 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 117 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 291 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 37 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 216 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 194 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 140 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 450 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 142 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 145 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 152 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 5 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 1476 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 46 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 185 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 260 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 89 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 78 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 258 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 55 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 80 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 156 | Conteggio: 14 | Percentuale: 0.16%
- Valore: 8 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 233 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 190 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 237 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 129 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 199 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 259 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 32 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 92 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 255 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 54 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 99 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 105 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 81 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 219 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 218 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 246 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 127 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 67 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 74 | Conteggio: 13 | Percentuale: 0.15%
- Valore: 1411 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 981 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 171 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 330 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 235 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 217 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 198 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 253 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 193 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 272 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 306 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 288 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 250 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 265 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 206 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 208 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 262 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 211 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 213 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 525 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 163 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 195 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 48 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 51 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 115 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 10 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 1046 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 61 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 6 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 71 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 122 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 85 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 149 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 29 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 101 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 100 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 66 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 116 | Conteggio: 12 | Percentuale: 0.14%
- Valore: 179 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 1194 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 203 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 182 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 297 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 196 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 249 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 277 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 209 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 90 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 110 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 276 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 155 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 77 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 215 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 319 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 317 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 200 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 220 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 339 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 239 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 98 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 2 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 134 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 383 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 161 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 41 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 119 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 28 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 267 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 146 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 170 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 264 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 181 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 252 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 76 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 64 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 136 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 245 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 287 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 49 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 135 | Conteggio: 11 | Percentuale: 0.13%
- Valore: 308 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 30 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 221 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 278 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 79 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 292 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 45 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 289 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 266 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 285 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 26 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 251 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 324 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 15 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 326 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 148 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 147 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 159 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 143 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 141 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 130 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 765 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 184 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 188 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 191 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 192 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 113 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 268 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 7 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 126 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 39 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 202 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 210 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 87 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 323 | Conteggio: 10 | Percentuale: 0.12%
- Valore: 412 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 1026 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 657 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 36 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 734 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 1023 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 377 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 1015 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 310 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 300 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 309 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 263 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 505 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 331 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 438 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 31 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 352 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 312 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 342 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 295 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 298 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 299 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 630 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 469 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 856 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 111 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 93 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 162 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 241 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 132 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 232 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 70 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 214 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 165 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 1319 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 104 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 315 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 131 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 112 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 173 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 180 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 242 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 168 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 154 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 254 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 257 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 261 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 73 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 248 | Conteggio: 9 | Percentuale: 0.10%
- Valore: 340 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 475 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 271 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 212 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 1108 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 533 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 114 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 296 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 336 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 274 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 541 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 1653 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 52 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 420 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 4 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 1368 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 284 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 157 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 943 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 426 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 275 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 240 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 244 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 1416 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 757 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 290 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 522 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 84 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 301 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 305 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 236 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 499 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 69 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 174 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 329 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 224 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 223 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 205 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 307 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 974 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 88 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 17 | Conteggio: 8 | Percentuale: 0.09%
- Valore: 872 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 862 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 857 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 661 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 407 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 575 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 431 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 659 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 1494 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 423 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 571 | Conteggio: 7 | Percentuale: 0.08%
- Valore: 585 | Conteggio: 7 | Percentuale: 0.08%
